Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromoffice,JobInvolvement,Job Level,Total Working Years,Retirement,Promotion status,Job satisfaction,Performance Rating
36,No,Travel_Rarely,1380,Research & Development,2,Marketing,1,1920,1,Male,55,Data Analyst,3,Married,17535,26084,8,No,18,3,1,80,3,0,4,4,2,1,1,Close,3 Jobs,Level 2,18 Years,due for retirement,due for promotion,High,High Ratings
52,No,Travel_Frequently,579,Research & Development,4,Technical Degree,1,3756,2,Male,44,Manager,1,Married,7319,21491,0,Yes,20,3,2,80,2,4,3,11,5,3,2,Very Close,2 Jobs,Level 2,4 Years,due for retirement,Not due,Low,High Ratings
39,No,Non-Travel,306,Sales,3,Other,1,4542,4,Female,48,HR Executive,1,Married,8284,22824,1,Yes,17,3,4,80,3,5,1,14,3,4,8,Very Far,3 Jobs,Level 5,13 Years,On service,Not due,High,High Ratings
19,No,Non-Travel,689,Research & Development,4,Life Sciences,1,862,1,Male,57,Data Analyst,3,Married,11460,13125,3,Yes,15,3,1,80,2,2,2,1,2,6,4,Very Close,2 Jobs,Level 1,1 Years,On service,due for promotion,Medium,High Ratings
31,No,Non-Travel,275,Sales,1,Medical,1,1502,3,Male,31,HR Executive,1,Married,3600,17528,4,Yes,17,4,4,80,1,2,2,10,5,6,2,Close,3 Jobs,Level 1,4 Years,On service,due for promotion,Low,Low Ratings
37,Yes,Travel_Rarely,1004,Sales,2,Medical,1,904,2,Female,85,Data Analyst,4,Married,6652,14961,9,No,16,4,3,80,2,2,2,14,6,2,5,Very Close,2 Jobs,Level 2,2 Years,due for retirement,due for promotion,Low,Low Ratings
21,No,Travel_Rarely,716,Research & Development,4,Marketing,1,5056,4,Male,56,Sales Executive,2,Single,3197,6323,2,Yes,20,4,3,80,1,2,1,9,1,0,9,Close,3 Jobs,Level 3,4 Years,On service,due for promotion,High,Low Ratings
57,Yes,Travel_Rarely,861,Research & Development,4,Medical,1,110,2,Male,78,Software Engineer,3,Divorced,4492,9353,3,No,12,3,4,80,2,2,2,2,4,9,4,Very Close,3 Jobs,Level 2,16 Years,On service,due for promotion,Medium,Low Ratings
49,No,Non-Travel,313,Research & Development,3,Technical Degree,1,5369,3,Male,69,Research Scientist,4,Married,15175,7655,2,No,21,3,1,80,0,0,3,6,0,3,3,Close,4 Jobs,Level 4,4 Years,On service,due for promotion,Medium,High Ratings
50,No,Travel_Rarely,654,Research & Development,1,Medical,1,5873,3,Male,46,Support Engineer,1,Married,12144,9210,8,No,23,3,4,80,0,4,3,17,1,3,7,Very Close,4 Jobs,Level 3,25 Years,due for retirement,due for promotion,Medium,High Ratings
26,No,Non-Travel,303,Research & Development,4,Medical,1,5035,4,Male,51,Research Scientist,2,Single,7231,23362,2,Yes,11,3,4,80,1,0,2,0,4,6,4,Very Far,3 Jobs,Level 4,9 Years,On service,due for promotion,Low,High Ratings
23,Yes,Travel_Frequently,104,Human Resources,1,Life Sciences,1,4398,3,Male,90,Research Scientist,2,Single,11375,16649,1,No,16,3,2,80,3,2,3,12,6,5,7,Very Close,3 Jobs,Level 3,17 Years,On service,due for promotion,Medium,High Ratings
32,Yes,Travel_Rarely,677,Sales,2,Medical,1,1927,4,Male,81,HR Executive,3,Single,13754,16112,0,Yes,13,3,2,80,0,1,4,3,8,4,9,Very Close,4 Jobs,Level 4,21 Years,On service,due for promotion,Low,High Ratings
37,No,Travel_Rarely,376,Sales,4,Technical Degree,1,2134,1,Male,81,Business Analyst,3,Divorced,18288,5398,6,No,17,3,3,80,2,2,2,15,4,2,3,Close,3 Jobs,Level 2,23 Years,On service,due for promotion,High,Low Ratings
42,No,Travel_Frequently,692,Human Resources,3,Life Sciences,1,3526,1,Male,56,Manager,1,Single,16696,4788,0,Yes,10,3,4,80,2,0,4,1,4,6,2,Very Close,4 Jobs,Level 2,20 Years,On service,due for promotion,Medium,High Ratings
51,No,Non-Travel,1211,Human Resources,2,Other,1,5862,4,Female,58,Research Scientist,3,Married,5491,19513,1,No,21,3,4,80,3,3,4,11,9,5,4,Very Far,4 Jobs,Level 3,28 Years,due for retirement,due for promotion,Low,Low Ratings
26,Yes,Travel_Frequently,985,Human Resources,3,Other,1,4651,3,Male,57,Sales Executive,1,Single,3241,19388,2,Yes,17,4,1,80,0,4,4,14,9,6,7,Very Close,2 Jobs,Level 4,21 Years,due for retirement,due for promotion,Medium,Low Ratings
25,Yes,Travel_Rarely,155,Research & Development,4,Medical,1,3672,4,Female,55,Research Scientist,4,Divorced,3917,11988,4,Yes,15,4,1,80,3,4,3,14,9,4,7,Close,2 Jobs,Level 5,2 Years,On service,Not due,High,High Ratings
32,No,Travel_Rarely,261,Sales,2,Medical,1,4394,2,Male,75,Data Analyst,1,Married,4886,7834,8,Yes,24,4,4,80,2,5,4,5,0,1,0,Very Far,2 Jobs,Level 3,3 Years,On service,due for promotion,Low,High Ratings
47,No,Travel_Rarely,250,Human Resources,2,Life Sciences,1,3046,2,Male,86,HR Executive,1,Divorced,9616,23505,7,Yes,14,3,4,80,2,0,3,3,6,0,5,Very Close,3 Jobs,Level 3,23 Years,On service,due for promotion,Low,High Ratings
35,No,Travel_Rarely,1069,Human Resources,2,Medical,1,5547,4,Female,69,Business Analyst,2,Divorced,14048,10636,1,No,13,3,3,80,1,5,1,13,1,2,7,Very Close,3 Jobs,Level 1,26 Years,due for retirement,due for promotion,Medium,Low Ratings
22,No,Non-Travel,976,Human Resources,1,Other,1,5161,1,Male,33,Data Analyst,4,Divorced,2398,8301,2,No,19,3,3,80,2,4,3,5,8,9,7,Close,2 Jobs,Level 3,29 Years,On service,due for promotion,Medium,Low Ratings
21,No,Travel_Rarely,695,Research & Development,4,Life Sciences,1,5639,1,Male,60,Business Analyst,1,Single,13950,4730,0,Yes,17,3,2,80,0,1,3,15,1,8,0,Close,4 Jobs,Level 5,15 Years,due for retirement,due for promotion,High,Low Ratings
21,No,Non-Travel,1259,Research & Development,4,Other,1,3887,2,Male,40,Data Analyst,2,Divorced,8805,17067,1,Yes,17,4,1,80,3,2,1,1,8,6,6,Very Close,2 Jobs,Level 2,7 Years,On service,due for promotion,Low,Low Ratings
30,No,Travel_Rarely,242,Sales,3,Life Sciences,1,1095,2,Male,68,Data Analyst,2,Divorced,7160,5540,5,No,14,3,4,80,3,4,1,9,8,5,4,Close,1 Jobs,Level 4,4 Years,due for retirement,Not due,Low,Low Ratings
27,No,Travel_Rarely,158,Research & Development,2,Life Sciences,1,1122,3,Female,67,Support Engineer,3,Married,12096,29036,8,No,22,4,2,80,1,2,3,7,0,9,2,Close,1 Jobs,Level 1,12 Years,On service,due for promotion,High,High Ratings
54,No,Travel_Rarely,422,Human Resources,4,Marketing,1,2517,2,Female,55,Software Engineer,3,Divorced,15325,24351,9,No,13,4,2,80,3,1,4,4,1,6,5,Very Close,4 Jobs,Level 4,1 Years,On service,due for promotion,High,High Ratings
42,No,Non-Travel,1125,Human Resources,3,Technical Degree,1,2211,4,Male,59,Software Engineer,2,Married,2280,5507,4,No,19,3,2,80,0,3,1,15,1,1,7,Close,4 Jobs,Level 2,17 Years,On service,Not due,Low,Low Ratings
54,Yes,Travel_Rarely,1269,Sales,4,Other,1,810,4,Male,79,Manager,4,Single,12942,27237,8,No,23,3,4,80,1,4,4,19,0,9,7,Close,4 Jobs,Level 3,4 Years,On service,due for promotion,High,Low Ratings
20,No,Travel_Frequently,1215,Human Resources,3,Other,1,4253,1,Male,73,HR Executive,1,Divorced,9349,2154,3,No,11,4,4,80,3,3,3,16,5,0,3,Very Close,3 Jobs,Level 5,4 Years,due for retirement,due for promotion,Low,High Ratings
48,No,Travel_Frequently,129,Research & Development,2,Life Sciences,1,3275,1,Female,39,Sales Executive,1,Married,6525,11308,2,Yes,19,4,4,80,0,2,1,4,2,8,7,Very Far,1 Jobs,Level 1,22 Years,On service,due for promotion,Low,Low Ratings
32,Yes,Non-Travel,1146,Human Resources,3,Other,1,5908,2,Female,70,Sales Executive,2,Married,13370,11377,9,Yes,16,3,2,80,2,3,3,11,1,9,3,Very Far,1 Jobs,Level 5,23 Years,On service,Not due,Low,High Ratings
20,No,Non-Travel,459,Human Resources,2,Medical,1,4344,3,Female,89,Sales Executive,4,Divorced,3218,3639,0,No,13,4,1,80,2,1,4,2,9,1,5,Very Close,4 Jobs,Level 5,25 Years,On service,Not due,Low,High Ratings
19,Yes,Travel_Rarely,677,Sales,4,Medical,1,5846,1,Male,93,Support Engineer,2,Divorced,4915,5366,1,Yes,22,3,2,80,1,3,3,4,2,4,5,Very Far,1 Jobs,Level 5,9 Years,due for retirement,due for promotion,Medium,Low Ratings
29,No,Travel_Rarely,1408,Research & Development,1,Technical Degree,1,5504,1,Female,47,Data Analyst,4,Single,16530,2487,0,No,14,3,2,80,3,0,4,3,7,4,0,Close,1 Jobs,Level 5,26 Years,On service,due for promotion,High,High Ratings
56,No,Non-Travel,494,Human Resources,1,Life Sciences,1,5654,1,Male,93,Software Engineer,1,Divorced,10918,20773,3,No,13,3,1,80,1,2,4,2,8,0,9,Very Close,4 Jobs,Level 2,28 Years,due for retirement,Not due,Low,Low Ratings
22,No,Non-Travel,562,Research & Development,4,Marketing,1,3945,4,Male,62,HR Executive,1,Divorced,8637,5358,3,Yes,16,3,3,80,0,4,3,11,9,8,3,Very Close,2 Jobs,Level 5,28 Years,On service,due for promotion,Medium,High Ratings
56,Yes,Travel_Frequently,1268,Human Resources,1,Marketing,1,5040,1,Female,51,Data Analyst,2,Married,13926,4205,8,Yes,17,4,4,80,0,4,2,11,5,1,1,Very Far,1 Jobs,Level 5,21 Years,due for retirement,Not due,Medium,High Ratings
21,No,Travel_Rarely,125,Human Resources,3,Marketing,1,2544,1,Male,54,Business Analyst,4,Married,8159,22705,3,No,12,4,3,80,2,3,2,13,2,5,5,Very Close,2 Jobs,Level 2,10 Years,On service,due for promotion,High,High Ratings
25,No,Travel_Frequently,938,Sales,3,Marketing,1,1774,1,Female,42,Software Engineer,4,Married,10023,6482,1,No,13,3,4,80,0,5,2,12,0,7,1,Very Close,3 Jobs,Level 4,27 Years,On service,Not due,High,High Ratings
45,No,Non-Travel,1475,Sales,2,Life Sciences,1,2847,3,Male,85,Software Engineer,1,Single,19536,3984,8,Yes,15,4,3,80,2,3,2,16,0,8,5,Very Far,2 Jobs,Level 2,19 Years,due for retirement,Not due,Medium,High Ratings
23,No,Travel_Rarely,841,Research & Development,2,Technical Degree,1,5800,2,Female,75,Research Scientist,1,Single,4106,21314,8,No,11,3,4,80,3,2,1,12,1,8,8,Close,2 Jobs,Level 3,19 Years,On service,due for promotion,Low,High Ratings
20,Yes,Non-Travel,629,Human Resources,3,Technical Degree,1,1766,3,Male,82,Research Scientist,3,Single,10925,16442,5,Yes,21,3,1,80,1,0,4,10,7,5,1,Very Close,2 Jobs,Level 2,15 Years,On service,due for promotion,Medium,High Ratings
46,No,Non-Travel,1123,Research & Development,4,Marketing,1,3898,2,Male,40,Support Engineer,2,Single,2079,25597,6,No,21,3,2,80,1,4,1,0,7,9,3,Close,2 Jobs,Level 4,22 Years,due for retirement,due for promotion,Medium,Low Ratings
56,Yes,Travel_Rarely,299,Sales,4,Marketing,1,5629,1,Male,45,HR Executive,4,Divorced,3640,17129,3,No,10,3,1,80,3,4,3,0,2,2,9,Close,1 Jobs,Level 3,17 Years,due for retirement,due for promotion,Medium,Low Ratings
53,Yes,Non-Travel,1248,Human Resources,4,Technical Degree,1,1757,2,Male,63,Business Analyst,4,Single,16325,17403,9,Yes,21,3,3,80,0,5,3,2,3,1,0,Very Close,3 Jobs,Level 3,7 Years,On service,due for promotion,High,High Ratings
25,No,Travel_Rarely,666,Sales,3,Life Sciences,1,2347,3,Male,76,HR Executive,3,Married,16788,17140,2,No,18,4,2,80,1,3,2,13,4,9,9,Close,2 Jobs,Level 1,3 Years,On service,due for promotion,Low,High Ratings
59,No,Travel_Rarely,610,Sales,3,Life Sciences,1,2997,4,Male,38,HR Executive,4,Single,10906,23693,6,Yes,11,3,2,80,2,4,3,2,0,5,5,Very Far,3 Jobs,Level 5,5 Years,On service,due for promotion,Medium,High Ratings
55,No,Travel_Rarely,708,Human Resources,1,Medical,1,1596,3,Male,91,Support Engineer,3,Married,12416,26713,0,No,15,4,1,80,0,1,2,1,8,4,4,Close,3 Jobs,Level 3,16 Years,On service,due for promotion,High,High Ratings
41,No,Travel_Rarely,312,Research & Development,3,Technical Degree,1,5967,1,Male,40,Support Engineer,2,Single,12256,24833,2,No,15,4,2,80,2,4,4,15,6,7,8,Very Close,2 Jobs,Level 3,23 Years,On service,due for promotion,High,High Ratings
44,No,Travel_Rarely,1263,Sales,2,Marketing,1,3253,1,Male,97,Data Analyst,1,Married,11051,18893,4,No,22,4,2,80,3,3,2,12,3,1,9,Close,2 Jobs,Level 4,7 Years,due for retirement,due for promotion,Low,High Ratings
51,No,Non-Travel,542,Research & Development,2,Marketing,1,830,1,Male,57,Manager,4,Married,17204,11853,7,Yes,15,4,1,80,2,3,2,9,5,4,8,Very Far,3 Jobs,Level 3,16 Years,On service,Not due,Medium,High Ratings
40,No,Travel_Frequently,930,Human Resources,2,Medical,1,5865,4,Female,97,Support Engineer,4,Married,19294,13820,4,Yes,24,3,1,80,2,0,3,3,4,2,5,Very Far,4 Jobs,Level 4,9 Years,On service,due for promotion,High,High Ratings
40,No,Non-Travel,456,Sales,3,Other,1,1859,2,Female,94,HR Executive,3,Married,10901,15511,1,Yes,24,3,3,80,3,4,1,17,1,7,2,Very Far,3 Jobs,Level 5,1 Years,On service,due for promotion,Medium,High Ratings
36,No,Travel_Rarely,1328,Sales,4,Other,1,439,3,Male,83,Research Scientist,2,Divorced,16528,18491,9,Yes,13,4,1,80,1,2,2,1,5,3,0,Very Far,2 Jobs,Level 1,3 Years,On service,due for promotion,High,Low Ratings
43,No,Travel_Rarely,167,Human Resources,2,Marketing,1,628,2,Male,36,Manager,3,Married,5588,18102,8,No,16,3,3,80,2,0,1,7,4,7,4,Very Close,4 Jobs,Level 1,25 Years,On service,due for promotion,High,Low Ratings
36,No,Travel_Rarely,1096,Human Resources,3,Medical,1,5979,1,Female,34,Data Analyst,4,Divorced,3690,21294,0,No,15,4,1,80,1,2,3,8,2,1,1,Very Close,3 Jobs,Level 5,8 Years,due for retirement,due for promotion,Low,Low Ratings
53,No,Travel_Frequently,1212,Research & Development,3,Marketing,1,2880,1,Male,42,Manager,4,Divorced,3254,14667,7,No,22,3,1,80,2,5,2,13,7,9,3,Very Far,2 Jobs,Level 5,18 Years,On service,due for promotion,High,High Ratings
57,Yes,Travel_Rarely,197,Sales,4,Technical Degree,1,926,4,Male,91,Sales Executive,2,Single,2859,22147,6,No,15,4,4,80,1,4,4,19,4,5,2,Very Far,4 Jobs,Level 2,24 Years,On service,Not due,Low,Low Ratings
32,Yes,Travel_Frequently,818,Sales,3,Life Sciences,1,4122,4,Male,75,Business Analyst,4,Married,19162,9453,7,Yes,19,4,1,80,3,5,2,10,8,9,0,Close,3 Jobs,Level 3,24 Years,On service,due for promotion,Medium,Low Ratings
40,No,Non-Travel,967,Human Resources,2,Medical,1,4875,1,Male,52,Manager,2,Single,12367,17935,8,Yes,23,4,1,80,1,2,2,2,2,0,9,Very Close,2 Jobs,Level 3,18 Years,due for retirement,Not due,High,Low Ratings
50,No,Non-Travel,1346,Human Resources,2,Marketing,1,5737,3,Male,78,HR Executive,3,Divorced,18117,5146,8,No,24,3,3,80,1,2,3,11,5,0,8,Very Far,3 Jobs,Level 3,24 Years,On service,due for promotion,Low,Low Ratings
56,Yes,Travel_Rarely,783,Sales,2,Other,1,2866,1,Male,67,Data Analyst,2,Divorced,17770,19235,7,Yes,11,3,3,80,0,3,1,16,4,6,5,Very Far,1 Jobs,Level 4,19 Years,On service,due for promotion,Medium,High Ratings
30,No,Non-Travel,126,Human Resources,3,Marketing,1,5952,2,Male,54,Business Analyst,3,Divorced,3232,12910,3,No,22,4,3,80,0,2,4,4,5,8,1,Very Far,3 Jobs,Level 2,7 Years,due for retirement,due for promotion,Low,Low Ratings
40,Yes,Travel_Rarely,1227,Research & Development,4,Other,1,1174,3,Male,37,HR Executive,4,Married,11935,29971,5,No,18,3,1,80,3,2,4,11,3,6,9,Very Far,1 Jobs,Level 3,29 Years,due for retirement,Not due,Low,High Ratings
34,No,Travel_Rarely,1463,Sales,3,Technical Degree,1,3361,1,Male,55,Business Analyst,4,Married,11228,5317,3,No,16,3,2,80,3,1,3,14,1,6,4,Close,2 Jobs,Level 4,25 Years,On service,due for promotion,Low,Low Ratings
38,No,Travel_Rarely,340,Sales,1,Marketing,1,3198,1,Male,39,Research Scientist,3,Single,14412,23536,2,No,21,3,1,80,1,0,2,12,0,8,1,Very Far,3 Jobs,Level 4,20 Years,due for retirement,Not due,High,High Ratings
42,No,Travel_Frequently,929,Research & Development,3,Life Sciences,1,945,2,Male,32,Sales Executive,3,Married,3072,19809,7,No,19,4,1,80,2,5,3,8,6,7,0,Very Close,4 Jobs,Level 1,27 Years,On service,due for promotion,High,High Ratings
52,No,Non-Travel,789,Research & Development,2,Life Sciences,1,4770,1,Male,90,Research Scientist,2,Single,17190,22726,4,No,10,4,2,80,2,1,2,11,7,1,5,Close,2 Jobs,Level 4,6 Years,On service,due for promotion,Medium,High Ratings
31,Yes,Travel_Rarely,969,Research & Development,4,Technical Degree,1,2289,1,Female,40,HR Executive,3,Divorced,11533,8141,0,No,16,4,4,80,1,1,4,12,6,2,8,Very Close,3 Jobs,Level 5,25 Years,On service,due for promotion,High,Low Ratings
57,No,Travel_Frequently,717,Human Resources,2,Other,1,13,1,Male,36,HR Executive,4,Single,13998,29460,0,No,20,4,1,80,1,3,1,6,9,6,8,Very Far,1 Jobs,Level 4,27 Years,On service,due for promotion,Medium,High Ratings
56,No,Non-Travel,1429,Research & Development,4,Marketing,1,1118,2,Male,84,HR Executive,1,Married,4769,26535,0,Yes,15,3,1,80,1,1,4,10,5,3,5,Very Far,3 Jobs,Level 5,11 Years,On service,due for promotion,High,Low Ratings
32,No,Non-Travel,1071,Sales,1,Life Sciences,1,4366,2,Male,65,Software Engineer,1,Divorced,2722,23220,2,Yes,20,3,3,80,2,5,1,19,3,3,6,Very Far,1 Jobs,Level 5,5 Years,On service,due for promotion,Medium,Low Ratings
54,No,Travel_Frequently,442,Human Resources,2,Life Sciences,1,3656,3,Female,86,Sales Executive,1,Married,10324,2796,7,No,19,3,1,80,0,1,3,7,3,7,5,Very Far,1 Jobs,Level 1,12 Years,On service,due for promotion,High,High Ratings
26,Yes,Travel_Frequently,498,Research & Development,3,Other,1,5696,1,Male,77,Business Analyst,4,Single,3579,25534,4,No,15,4,3,80,3,5,2,12,9,0,6,Close,1 Jobs,Level 1,1 Years,On service,due for promotion,Low,Low Ratings
30,No,Travel_Rarely,1283,Human Resources,1,Marketing,1,643,2,Male,34,Support Engineer,4,Single,18580,2053,9,No,21,3,4,80,1,2,2,0,8,2,9,Very Far,3 Jobs,Level 4,19 Years,On service,due for promotion,Low,Low Ratings
52,Yes,Travel_Rarely,349,Sales,3,Medical,1,2590,3,Female,57,HR Executive,4,Married,19665,25542,1,No,21,3,4,80,0,4,1,4,0,2,0,Very Close,3 Jobs,Level 1,11 Years,On service,due for promotion,High,High Ratings
29,No,Non-Travel,1288,Sales,1,Life Sciences,1,4708,2,Male,87,HR Executive,3,Divorced,10471,18036,3,No,12,4,3,80,1,2,3,0,3,4,0,Very Far,4 Jobs,Level 1,15 Years,On service,due for promotion,Low,High Ratings
51,Yes,Travel_Rarely,237,Human Resources,1,Other,1,2679,1,Female,88,Business Analyst,3,Single,2581,17797,6,No,11,4,1,80,0,1,2,5,4,2,0,Close,1 Jobs,Level 3,25 Years,On service,due for promotion,Medium,Low Ratings
57,No,Non-Travel,921,Research & Development,3,Marketing,1,4293,4,Male,49,Support Engineer,1,Married,8842,8964,5,Yes,14,4,4,80,3,3,3,11,3,0,6,Very Close,2 Jobs,Level 4,16 Years,On service,Not due,Medium,High Ratings
36,No,Travel_Rarely,1288,Human Resources,4,Technical Degree,1,5080,4,Female,54,Research Scientist,1,Divorced,7648,17779,8,No,22,3,4,80,1,4,4,12,5,1,9,Close,1 Jobs,Level 4,3 Years,On service,Not due,High,Low Ratings
23,Yes,Non-Travel,1157,Sales,4,Marketing,1,5488,2,Female,69,Research Scientist,3,Divorced,9877,29891,4,No,14,4,1,80,3,0,4,18,2,6,2,Close,1 Jobs,Level 4,11 Years,On service,due for promotion,Low,Low Ratings
21,Yes,Travel_Frequently,1374,Human Resources,3,Technical Degree,1,2923,3,Female,39,HR Executive,3,Divorced,17613,25996,2,Yes,16,4,3,80,3,4,2,10,7,4,8,Very Close,4 Jobs,Level 1,11 Years,On service,due for promotion,Medium,Low Ratings
24,No,Non-Travel,473,Research & Development,3,Life Sciences,1,2536,3,Male,52,Data Analyst,4,Married,10549,25281,3,No,18,4,2,80,2,3,1,4,2,7,7,Very Far,3 Jobs,Level 1,10 Years,On service,due for promotion,High,Low Ratings
47,No,Non-Travel,1233,Research & Development,4,Marketing,1,4766,4,Male,35,Software Engineer,3,Single,5362,12508,5,No,21,4,1,80,3,5,2,4,6,9,8,Very Close,2 Jobs,Level 5,2 Years,due for retirement,Not due,Low,Low Ratings
38,No,Non-Travel,278,Research & Development,4,Other,1,2265,3,Female,48,Research Scientist,3,Married,11365,12537,0,No,19,4,2,80,3,3,2,9,9,0,6,Very Close,4 Jobs,Level 2,20 Years,On service,Not due,High,Low Ratings
18,No,Travel_Rarely,947,Research & Development,3,Medical,1,654,2,Female,80,Data Analyst,3,Divorced,16081,4427,9,No,18,4,3,80,3,5,4,12,7,7,7,Very Close,2 Jobs,Level 2,5 Years,On service,due for promotion,Low,High Ratings
47,No,Travel_Rarely,1018,Sales,3,Other,1,430,1,Female,48,Software Engineer,1,Divorced,5884,26978,2,No,12,4,2,80,2,5,1,19,9,2,8,Very Close,4 Jobs,Level 2,23 Years,due for retirement,Not due,Medium,High Ratings
46,No,Travel_Rarely,1496,Human Resources,3,Other,1,3751,3,Male,90,HR Executive,1,Married,7402,3154,4,Yes,22,4,2,80,1,4,2,9,5,5,3,Very Close,3 Jobs,Level 3,23 Years,On service,due for promotion,Low,Low Ratings
52,No,Travel_Rarely,397,Sales,2,Medical,1,3316,3,Female,90,Sales Executive,1,Divorced,3902,16363,8,Yes,22,4,1,80,3,0,1,15,7,5,4,Very Far,2 Jobs,Level 1,25 Years,due for retirement,due for promotion,Medium,Low Ratings
21,Yes,Travel_Frequently,662,Sales,1,Other,1,2518,4,Male,51,Manager,4,Divorced,7224,21980,2,No,14,4,1,80,0,1,2,12,2,1,2,Very Far,4 Jobs,Level 5,29 Years,On service,Not due,Low,High Ratings
19,No,Non-Travel,198,Human Resources,3,Medical,1,4012,4,Male,31,Manager,2,Single,5714,25110,3,No,14,3,4,80,0,2,2,6,3,4,5,Very Far,3 Jobs,Level 5,8 Years,On service,Not due,Low,Low Ratings
44,No,Travel_Rarely,1178,Human Resources,1,Technical Degree,1,3163,1,Male,81,HR Executive,1,Single,13371,12421,5,Yes,20,4,2,80,1,1,4,9,6,2,9,Very Close,4 Jobs,Level 2,13 Years,due for retirement,Not due,Low,Low Ratings
48,No,Travel_Rarely,460,Sales,1,Medical,1,3606,1,Male,55,Research Scientist,3,Divorced,15167,6513,6,Yes,14,3,3,80,3,0,2,15,5,4,1,Close,1 Jobs,Level 3,15 Years,due for retirement,due for promotion,Medium,Low Ratings
51,No,Travel_Rarely,1123,Research & Development,4,Medical,1,839,4,Female,37,Data Analyst,2,Divorced,14527,6719,1,Yes,11,3,3,80,1,5,2,19,1,5,9,Close,1 Jobs,Level 3,2 Years,On service,due for promotion,Low,High Ratings
37,Yes,Travel_Rarely,273,Research & Development,3,Technical Degree,1,1088,4,Male,49,Sales Executive,2,Divorced,4321,9191,6,Yes,16,4,4,80,3,5,3,10,5,8,1,Very Far,3 Jobs,Level 2,12 Years,due for retirement,Not due,Low,Low Ratings
36,Yes,Travel_Rarely,153,Human Resources,1,Medical,1,1729,1,Male,45,Business Analyst,2,Single,6005,16845,9,No,10,4,3,80,1,0,1,18,4,7,2,Very Close,3 Jobs,Level 2,24 Years,due for retirement,due for promotion,High,Low Ratings
40,No,Travel_Rarely,849,Sales,1,Life Sciences,1,5808,1,Male,75,Software Engineer,4,Divorced,5913,2695,7,Yes,23,4,1,80,3,3,2,9,9,4,8,Very Far,1 Jobs,Level 1,8 Years,due for retirement,due for promotion,Low,Low Ratings
26,No,Travel_Frequently,319,Sales,4,Marketing,1,1320,4,Male,40,HR Executive,2,Married,11282,20405,8,Yes,16,4,3,80,0,2,3,17,5,0,1,Close,1 Jobs,Level 3,21 Years,due for retirement,due for promotion,Medium,Low Ratings
56,Yes,Travel_Frequently,648,Human Resources,4,Medical,1,1331,4,Male,33,Sales Executive,2,Married,12694,3399,8,No,19,3,4,80,3,3,4,2,3,6,8,Very Close,4 Jobs,Level 5,29 Years,due for retirement,Not due,High,Low Ratings
22,No,Non-Travel,1085,Research & Development,2,Other,1,4155,4,Male,87,Support Engineer,1,Married,16096,22749,1,No,14,3,1,80,2,4,2,10,4,4,0,Very Far,1 Jobs,Level 2,19 Years,On service,Not due,Medium,Low Ratings
54,No,Non-Travel,1194,Human Resources,2,Technical Degree,1,857,2,Male,66,Sales Executive,1,Divorced,19266,19889,6,Yes,24,3,1,80,3,2,1,16,9,0,8,Very Far,3 Jobs,Level 1,25 Years,On service,due for promotion,Medium,Low Ratings
34,Yes,Non-Travel,1124,Human Resources,3,Technical Degree,1,1420,1,Female,95,Research Scientist,3,Married,3140,2978,0,No,20,3,4,80,3,1,3,19,9,2,9,Very Close,4 Jobs,Level 5,28 Years,due for retirement,Not due,Medium,High Ratings
36,Yes,Travel_Frequently,215,Research & Development,3,Life Sciences,1,2516,3,Female,89,Support Engineer,4,Divorced,10765,29773,3,Yes,11,3,2,80,1,1,3,14,1,4,9,Very Far,4 Jobs,Level 3,23 Years,due for retirement,due for promotion,Medium,Low Ratings
27,No,Non-Travel,925,Human Resources,3,Other,1,2300,3,Male,56,Software Engineer,2,Married,6247,25989,3,Yes,20,4,1,80,0,2,1,2,4,6,0,Very Close,3 Jobs,Level 2,1 Years,On service,due for promotion,High,Low Ratings
29,Yes,Non-Travel,462,Sales,1,Marketing,1,3537,1,Male,57,Support Engineer,1,Married,6506,3000,7,No,17,3,3,80,0,0,3,2,6,3,2,Close,1 Jobs,Level 2,8 Years,due for retirement,due for promotion,Medium,High Ratings
34,No,Travel_Frequently,554,Research & Development,1,Other,1,1609,2,Male,41,Sales Executive,2,Married,3234,15518,5,No,19,3,3,80,0,4,4,18,5,5,0,Very Close,2 Jobs,Level 1,10 Years,On service,due for promotion,Low,High Ratings
36,Yes,Travel_Rarely,280,Human Resources,2,Life Sciences,1,5199,2,Female,48,Research Scientist,3,Single,12864,3033,3,Yes,15,3,2,80,0,3,2,17,1,8,5,Close,2 Jobs,Level 1,13 Years,due for retirement,Not due,Medium,Low Ratings
51,No,Travel_Rarely,400,Research & Development,4,Other,1,694,1,Male,66,Support Engineer,4,Single,13785,22018,2,Yes,20,4,4,80,1,5,4,13,2,3,6,Very Far,3 Jobs,Level 3,5 Years,due for retirement,Not due,Medium,High Ratings
